title,author,rating,image,author_link,book_link,description,no_of_ratings,published_year,genres
"Throne of Glass (Throne of Glass, #1)",Sarah J. Maas,4.19,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1673566495l/76703559._SY75_.jpg,https://www.goodreads.com/author/show/3433047.Sarah_J_Maas,https://www.goodreads.com/book/show/76703559-throne-of-glass,"An alternative cover edition for this ISBN can be found here . In a land without magic, where the king rules with an iron hand, an assassin is summoned to the castle. She comes not to kill the king, but to win her freedom. If she defeats twenty-three killers, thieves, and warriors in a competition, she is released from prison to serve as the king's champion. Her name is Celaena Sardothien. The Crown Prince will provoke her. The Captain of the Guard will protect her. But something evil dwells in the castle of glass—and it's there to kill. When her competitors start dying one by one, Celaena's fight for freedom becomes a fight for survival, and a desperate quest to root out the evil before it destroys her world.",2578406.0,2012.0,"['Fantasy', 'Young Adult', 'Romance', 'Romantasy', 'Fiction', 'Magic', 'Audiobook']"
"Fourth Wing (The Empyrean, #1)",Rebecca Yarros,4.57,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1761312598l/61431922._SY75_.jpg,https://www.goodreads.com/author/show/7539785.Rebecca_Yarros,https://www.goodreads.com/book/show/61431922-fourth-wing,"A #1 New York Times bestseller • TV series in development at MGM Amazon Studios with Michael B. Jordan’s Outlier Society • Amazon Best Books of the Year, #4 • Apple Best Books of the Year 2023 • Barnes & Noble Best Fantasy Book of 2023 • NPR “Books We Love” 2023 • Audible Best Books of 2023 • Hudson Book of the Year • Google Play Best Books of 2023 • Indigo Best Books of 2023 • Waterstones Book of the Year finalist • Goodreads Choice Award Winner • Newsweek Staffers’ Favorite Books of 2023 • Paste Magazine's Best Books of 2023 ""Suspenseful, sexy, and with incredibly entertaining storytelling, the first in Yarros' Empyrean series will delight fans of romantic, adventure-filled fantasy."" ―Booklist, starred review ""Fourth Wing will have your heart pounding from beginning to end... A fantasy like you've never read before."" ―#1 New York Times bestselling author Jennifer L. Armentrout Enter the brutal and elite world of a war college for dragon riders from #1 New York Times bestselling author Rebecca Yarros Twenty-year-old Violet Sorrengail was supposed to enter the Scribe Quadrant, living a quiet life among books and history. Now, the commanding general―also known as her tough-as-talons mother―has ordered Violet to join the hundreds of candidates striving to become the elite of Navarre: dragon riders. But when you’re smaller than everyone else and your body is brittle, death is only a heartbeat away...because dragons don’t bond to “fragile” humans. They incinerate them. With fewer dragons willing to bond than cadets, most would kill Violet to better their own chances of success. The rest would kill her just for being her mother’s daughter―like Xaden Riorson, the most powerful and ruthless wingleader in the Riders Quadrant. She’ll need every edge her wits can give her just to see the next sunrise. Yet, with every day that passes, the war outside grows more deadly, the kingdom's protective wards are failing, and the death toll continues to rise. Even worse, Violet begins to suspect leadership is hiding a terrible secret. Friends, enemies, lovers. Everyone at Basgiath War College has an agenda―because once you enter, there are only two ways out: graduate or die. The Empyrean series is best enjoyed in order. Reading Order: Book #1 Fourth Wing Book #2 Iron Flame Book #3 Onyx Storm",3790499.0,2023.0,"['Fantasy', 'Romance', 'Romantasy', 'Dragons', 'Fiction', 'Audiobook', 'Enemies To Lovers']"
"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas,4.63,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1620325671l/50659468._SY75_.jpg,https://www.goodreads.com/author/show/3433047.Sarah_J_Maas,https://www.goodreads.com/book/show/50659468-a-court-of-mist-and-fury,"The seductive and stunning #1 New York Times bestselling sequel to Sarah J. Maas's spellbinding A Court of Thorns and Roses . Feyre has undergone more trials than one human woman can carry in her heart. Though she's now been granted the powers and lifespan of the High Fae, she is haunted by her time Under the Mountain and the terrible deeds she performed to save the lives of Tamlin and his people. As her marriage to Tamlin approaches, Feyre's hollowness and nightmares consume her. She finds herself split into two different one who upholds her bargain with Rhysand, High Lord of the feared Night Court, and one who lives out her life in the Spring Court with Tamlin. While Feyre navigates a dark web of politics, passion, and dazzling power, a greater evil looms. She might just be the key to stopping it, but only if she can harness her harrowing gifts, heal her fractured soul, and decide how she wishes to shape her future-and the future of a world in turmoil. Bestselling author Sarah J. Maas's masterful storytelling brings this second book in her dazzling, sexy, action-packed series to new heights.",3365440.0,2016.0,"['Fantasy', 'Romance', 'Romantasy', 'Young Adult', 'Fiction', 'Audiobook', 'Fae']"
"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,4.45,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1562726234l/13496._SY75_.jpg,https://www.goodreads.com/author/show/346732.George_R_R_Martin,https://www.goodreads.com/book/show/13496.A_Game_of_Thrones,"Long ago, in a time forgotten, a preternatural event threw the seasons out of balance. In a land where summers can last decades and winters a lifetime, trouble is brewing. The cold is returning, and in the frozen wastes to the north of Winterfell, sinister forces are massing beyond the kingdom’s protective Wall. To the south, the king’s powers are failing—his most trusted adviser dead under mysterious circumstances and his enemies emerging from the shadows of the throne. At the center of the conflict lie the Starks of Winterfell, a family as harsh and unyielding as the frozen land they were born to. Now Lord Eddard Stark is reluctantly summoned to serve as the king’s new Hand, an appointment that threatens to sunder not only his family but the kingdom itself. Sweeping from a harsh land of cold to a summertime kingdom of epicurean plenty, A Game of Thrones tells a tale of lords and ladies, soldiers and sorcerers, assassins and bastards, who come together in a time of grim omens. Here an enigmatic band of warriors bear swords of no human metal; a tribe of fierce wildlings carry men off into madness; a cruel young dragon prince barters his sister to win back his throne; a child is lost in the twilight between life and death; and a determined woman undertakes a treacherous journey to protect all she holds dear. Amid plots and counter-plots, tragedy and betrayal, victory and terror, allies and enemies, the fate of the Starks hangs perilously in the balance, as each side endeavors to win that deadliest of conflicts: the game of thrones.",2782060.0,1996.0,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Audiobook', 'Adult', 'Science Fiction Fantasy']"
"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,4.31,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1684776677l/123675190._SX50_.jpg,https://www.goodreads.com/author/show/15872.Rick_Riordan,https://www.goodreads.com/book/show/123675190-the-lightning-thief,"The first book in the New York Times best-selling saga with a cover image and an 8-page photo insert from the Disney+ series! Read the book that launched Percy Jackson into the stratosphere before the Disney+ series comes out! Lately, mythological monsters and the Olympian gods seem to be walking straight out of the pages of Percy Jackson’s Greek mythology textbook and into his life. Zeus's master lightning bolt has been stolen, and Percy is the prime suspect. Percy and his friends have just ten days to find and return Zeus's stolen property and bring peace to a warring Mount Olympus. Whether you are new to Percy or a longtime fan, this tie-in paperback edition with full-color photos from the Disney+ series is a must-have for your library.",3512491.0,2005.0,"['Fantasy', 'Young Adult', 'Mythology', 'Fiction', 'Middle Grade', 'Percy Jackson', 'Adventure']"
"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,4.35,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1586722975l/2767052._SX50_.jpg,https://www.goodreads.com/author/show/153394.Suzanne_Collins,https://www.goodreads.com/book/show/2767052-the-hunger-games,"Winning means fame and fortune. Losing means certain death. The Hunger Games have begun. . . . In the ruins of a place once known as North America lies the nation of Panem, a shining Capitol surrounded by twelve outlying districts. The Capitol is harsh and cruel and keeps the districts in line by forcing them all to send one boy and one girl between the ages of twelve and eighteen to participate in the annual Hunger Games, a fight to the death on live TV. Sixteen-year-old Katniss Everdeen regards it as a death sentence when she steps forward to take her sister's place in the Games. But Katniss has been close to dead before-and survival, for her, is second nature. Without really meaning to, she becomes a contender. But if she is to win, she will have to start making choices that weigh survival against humanity and life against love.",10129950.0,2008.0,"['Young Adult', 'Dystopia', 'Fiction', 'Fantasy', 'Science Fiction', 'Romance', 'Adventure']"
"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,4.41,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1654215925l/61215351._SY75_.jpg,https://www.goodreads.com/author/show/656983.J_R_R_Tolkien,https://www.goodreads.com/book/show/61215351-the-fellowship-of-the-ring,"Sauron, the Dark Lord, has gathered to him all the Rings of Power – the means by which he intends to rule Middle-earth. All he lacks in his plans for dominion is the One Ring – the ring that rules them all – which has fallen into the hands of the hobbit, Bilbo Baggins. In a sleepy village in the Shire, young Frodo Baggins finds himself faced with an immense task, as his elderly cousin Bilbo entrusts the Ring to his care. Frodo must leave his home and make a perilous journey across Middle-earth to the Cracks of Doom, there to destroy the Ring and foil the Dark Lord in his evil purpose.",3206063.0,1954.0,"['Fantasy', 'Classics', 'Fiction', 'Adventure', 'Audiobook', 'High Fantasy', 'Epic Fantasy']"
"Twilight (Twilight Saga, #1)",Stephenie Meyer,3.68,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1700522826l/41865._SY75_.jpg,https://www.goodreads.com/author/show/941441.Stephenie_Meyer,https://www.goodreads.com/book/show/41865.Twilight,"About three things I was absolutely positive. First, Edward was a vampire. Second, there was a part of him - and I didn't know how dominant that part might be - that thirsted for my blood. And third, I was unconditionally and irrevocably in love with him. Deeply seductive and extraordinarily suspenseful, Twilight is a love story with bite.",7430917.0,2005.0,"['Fantasy', 'Young Adult', 'Romance', 'Fiction', 'Vampires', 'Paranormal', 'Paranormal Romance']"
"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,4.46,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1585623092l/50659472._SX50_.jpg,https://www.goodreads.com/author/show/3433047.Sarah_J_Maas,https://www.goodreads.com/book/show/50659472-a-court-of-wings-and-ruin,"Фейра повертається до Двору Весни, рішуче налаштована дізнатись, що замислив Темлін і могутній, зловісний король Гайберну, який загрожує знищити Прифію. Однак, щоб цього досягти, вона спочатку зіграє в смертельно небезпечну гру. Один невірний крок може знищити не лише Фейру, а й увесь її світ. Боротьба з Гайберном у самісінькому розпалі, і силам добра доведеться вступити в союз із темними силами, якщо вони разом хочуть побороти найбільше зло. Дівчина знову має вирішити, кому довіряти, і шукати спільників у найменш очікуваних місцях. Та, здається, зрадники повсюди, і Фейрі не раз доведеться вдаватися до магії й потрапляти в пастки. Адже незабаром дві армії зіткнуться в кривавій, нерівній боротьбі за владу…",2847351.0,2017.0,"['Fantasy', 'Romance', 'Romantasy', 'Fiction', 'Young Adult', 'Fae', 'Audiobook']"
"The Cruel Prince (The Folk of the Air, #1)",Holly Black,4.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1574535986l/26032825._SY75_.jpg,https://www.goodreads.com/author/show/25422.Holly_Black,https://www.goodreads.com/book/show/26032825-the-cruel-prince,"Of course I want to be like them. They’re beautiful as blades forged in some divine fire. They will live forever. And Cardan is even more beautiful than the rest. I hate him more than all the others. I hate him so much that sometimes when I look at him, I can hardly breathe. Jude was seven when her parents were murdered and she and her two sisters were stolen away to live in the treacherous High Court of Faerie. Ten years later, Jude wants nothing more than to belong there, despite her mortality. But many of the fey despise humans. Especially Prince Cardan, the youngest and wickedest son of the High King. To win a place at the Court, she must defy him–and face the consequences. As Jude becomes more deeply embroiled in palace intrigues and deceptions, she discovers her own capacity for trickery and bloodshed. But as betrayal threatens to drown the Courts of Faerie in violence, Jude will need to risk her life in a dangerous alliance to save her sisters, and Faerie itself.",1813356.0,2018.0,"['Fantasy', 'Young Adult', 'Romance', 'Enemies To Lovers', 'Romantasy', 'Fae', 'Fiction']"
"Mistborn: The Final Empire (Mistborn, #1)",Brandon Sanderson,4.48,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1617768316l/68428._SY75_.jpg,https://www.goodreads.com/author/show/38550.Brandon_Sanderson,https://www.goodreads.com/book/show/68428.Mistborn,"What if the whole world were a dead, blasted wasteland? Mistborn For a thousand years the ash fell and no flowers bloomed. For a thousand years the Skaa slaved in misery and lived in fear. For a thousand years the Lord Ruler, the ""Sliver of Infinity,"" reigned with absolute power and ultimate terror, divinely invincible. Then, when hope was so long lost that not even its memory remained, a terribly scarred, heart-broken half-Skaa rediscovered it in the depths of the Lord Ruler's most hellish prison. Kelsier ""snapped"" and found in himself the powers of a Mistborn. A brilliant thief and natural leader, he turned his talents to the ultimate caper, with the Lord Ruler himself as the mark. Kelsier recruited the underworld's elite, the smartest and most trustworthy allomancers, each of whom shares one of his many powers, and all of whom relish a high-stakes challenge. Then Kelsier reveals his ultimate dream, not just the greatest heist in history, but the downfall of the divine despot. But even with the best criminal crew ever assembled, Kel's plan looks more like the ultimate long shot, until luck brings a ragged girl named Vin into his life. Like him, she's a half-Skaa orphan, but she's lived a much harsher life. Vin has learned to expect betrayal from everyone she meets. She will have to learn trust if Kel is to help her master powers of which she never dreamed. Brandon Sanderson, fantasy's newest master tale-spinner and author of the acclaimed debut Elantris , dares to turn a genre on its head by asking a simple question: What if the prophesied hero failed to defeat the Dark Lord? The answer will be found in the Mistborn Trilogy, a saga of surprises that begins with the book in your hands. Fantasy will never be the same again.",1038333.0,2006.0,"['Fantasy', 'Fiction', 'High Fantasy', 'Audiobook', 'Epic Fantasy', 'Magic', 'Adult']"
"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan,4.24,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1530819367l/40727118._SY75_.jpg,https://www.goodreads.com/author/show/15872.Rick_Riordan,https://www.goodreads.com/book/show/40727118-the-sea-of-monsters,"After a year spent trying to prevent a catastropic war among the Greek gods, Percy Jackson finds his seventh-grade school year unnervingly quiet. His biggest problem is dealing with his new friend, Tyson--a six-foot-three, mentally challenged homeless kid who follows Percy everywhere, making it hard for Percy to have any ""normal"" friends. But things don't stay quiet for long. Percy soon discovers there is trouble at Camp Half-Blood: The magical borders which protect Half-Blood Hill have been poisoned by a mysterious enemy, and the only safe haven for demigods is on the verge of being overrun by mythological monsters. To save the camp, Percy needs the help of his best friend, Grover, who has been taken prisoner by the Cyclops Polyphemus on an island somewhere in the Sea of Monsters--the dangerous waters Greek heroes have sailed for millenia--only today, the Sea of Monsters goes by a new name...the Bermuda Triangle. Now Percy and his friends--Grover, Annabeth, and Tyson--must retrieve the Golden Fleece from the Island of the Cyclopes by the end of the summer or Camp Half-Blood will be destroyed. But first, Percy will learn a stunning new secret about his family--one that makes him question whether being claimed as Poseidon's son is an honor or simply a cruel joke.",1404015.0,2006.0,"['Fantasy', 'Young Adult', 'Mythology', 'Fiction', 'Middle Grade', 'Percy Jackson', 'Adventure']"
"A Court of Frost and Starlight (A Court of Thorns and Roses, #4)",Sarah J. Maas,3.71,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1585622963l/50659471._SX50_.jpg,https://www.goodreads.com/author/show/3433047.Sarah_J_Maas,https://www.goodreads.com/book/show/50659471-a-court-of-frost-and-starlight,"Feyre, Rhysand, and their friends are still busy rebuilding the Night Court and the vastly altered world beyond, recovering from the war that changed everything. But Winter Solstice is finally approaching, and with it, the joy of a hard-earned reprieve. Yet even the festive atmosphere can't keep the shadows of the past from looming. As Feyre navigates her first Winter Solstice as High Lady, her concern for those dearest to her deepens. They have more wounds than she anticipated-scars that will have a far-reaching impact on the future of their court. Bridging the events of A Court of Wings and Ruin with the later books in the series, A Court of Frost and Starlight explores the far-reaching effects of a devastating war and the fierce love between friends.",2256404.0,2018.0,"['Fantasy', 'Romance', 'Romantasy', 'Fiction', 'Fae', 'Audiobook', 'Young Adult']"
"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",Rick Riordan,4.42,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355333381l/8130423._SY75_.jpg,https://www.goodreads.com/author/show/15872.Rick_Riordan,https://www.goodreads.com/book/show/8130423-the-battle-of-the-labyrinth,"Percy Jackson isn't expecting freshman orientation to be any fun. But when a mysterious mortal acquaintance appears at his potential new school, followed by demon cheerleaders, things quickly move from bad to worse. In this fourth installment of the blockbuster series, time is running out as war between the Olympians and the evil Titan lord Kronos draws near. Even the safe haven of Camp Half-Blood grows more vulnerable by the minute as Kronos's army prepares to invade its once impenetrable borders. To stop the invasion, Percy and his demigod friends must set out on a quest through the Labyrinth - a sprawling underground world with stunning surprises at every turn.",1244435.0,2008.0,"['Fantasy', 'Young Adult', 'Mythology', 'Fiction', 'Percy Jackson', 'Middle Grade', 'Adventure']"
"Six of Crows (Six of Crows, #1)",Leigh Bardugo,4.45,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1651710803l/23437156._SY75_.jpg,https://www.goodreads.com/author/show/4575289.Leigh_Bardugo,https://www.goodreads.com/book/show/23437156-six-of-crows,Alternate cover of ISBN 9781627792127 Ketterdam : a bustling hub of international trade where anything can be had for the right price—and no one knows that better than criminal prodigy Kaz Brekker. Kaz is offered a chance at a deadly heist that could make him rich beyond his wildest dreams. But he can’t pull it off alone... A convict with a thirst for revenge A sharpshooter who can’t walk away from a wager A runaway with a privileged past A spy known as the Wraith A Heartrender using her magic to survive the slums A thief with a gift for unlikely escapes Six dangerous outcasts. One impossible heist. Kaz’s crew is the only thing that might stand between the world and destruction—if they don’t kill each other first.,1188830.0,2015.0,"['Fantasy', 'Young Adult', 'Fiction', 'Romance', 'Young Adult Fantasy', 'Adventure', 'LGBT']"
Eragon (The Inheritance Cycle #1),Christopher Paolini,3.97,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1366212852l/113436._SX50_.jpg,https://www.goodreads.com/author/show/8349.Christopher_Paolini,https://www.goodreads.com/book/show/113436.Eragon,"An alternate cover edition for ISBN 9780375826696 can be found here. One boy... One dragon... A world of adventure. When Eragon finds a polished blue stone in the forest, he thinks it is the lucky discovery of a poor farm boy; perhaps it will buy his family meat for the winter. But when the stone brings a dragon hatchling, Eragon soon realizes he has stumbled upon a legacy nearly as old as the Empire itself. Overnight his simple life is shattered, and he is thrust into a perilous new world of destiny, magic, and power. With only an ancient sword and the advice of an old storyteller for guidance, Eragon and the fledgling dragon must navigate the dangerous terrain and dark enemies of an Empire ruled by a king whose evil knows no bounds. Can Eragon take up the mantle of the legendary Dragon Riders? The fate of the Empire may rest in his hands.",1968007.0,2002.0,"['Fantasy', 'Young Adult', 'Fiction', 'Dragons', 'Adventure', 'Magic', 'High Fantasy']"
"Catching Fire (The Hunger Games, #2)",Suzanne Collins,4.36,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1586722941l/6148028._SY75_.jpg,https://www.goodreads.com/author/show/153394.Suzanne_Collins,https://www.goodreads.com/book/show/6148028-catching-fire,"Sparks are igniting. Flames are spreading. And the Capitol wants revenge. Against all odds, Katniss Everdeen has won the Hunger Games. She and fellow District 12 tribute Peeta Mellark are miraculously still alive. Katniss should be relieved, happy even. After all, she has returned to her family and her longtime friend, Gale. Yet nothing is the way Katniss wishes it to be. Gale holds her at an icy distance. Peeta has turned his back on her completely. And there are whispers of a rebellion against the Capitol—a rebellion that Katniss and Peeta may have helped create. Much to her shock, Katniss has fueled an unrest that she's afraid she cannot stop. And what scares her even more is that she's not entirely convinced she should try. As time draws near for Katniss and Peeta to visit the districts on the Capitol's cruel Victory Tour, the stakes are higher than ever. If they can't prove, without a shadow of a doubt, that they are lost in their love for each other, the consequences will be horrifying. In Catching Fire , the second novel of the Hunger Games trilogy, Suzanne Collins continues the story of Katniss Everdeen, testing her more than ever before . . . and surprising readers at every turn.",4262419.0,2009.0,"['Young Adult', 'Dystopia', 'Fiction', 'Fantasy', 'Science Fiction', 'Romance', 'Adventure']"
"City of Bones (The Mortal Instruments, #1)",Cassandra Clare,4.06,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432730315l/256683._SY75_.jpg,https://www.goodreads.com/author/show/150038.Cassandra_Clare,https://www.goodreads.com/book/show/256683.City_of_Bones,"When fifteen-year-old Clary Fray heads out to the Pandemonium Club in New York City, she hardly expects to witness a murder—much less a murder committed by three teenagers covered with strange tattoos and brandishing bizarre weapons. Then the body disappears into thin air. It’s hard to call the police when the murderers are invisible to everyone else and when there is nothing—not even a smear of blood—to show that a boy has died. Or was he a boy? This is Clary’s first meeting with the Shadowhunters, warriors dedicated to ridding the earth of demons. It’s also her first encounter with Jace, a Shadowhunter who looks a little like an angel and acts a lot like a jerk. Within twenty-four hours Clary is pulled into Jace’s world with a vengeance, when her mother disappears and Clary herself is attacked by a demon. But why would demons be interested in ordinary mundanes like Clary and her mother? And how did Clary suddenly get the Sight? The Shadowhunters would like to know...",2197686.0,2007.0,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Urban Fantasy', 'Fiction', 'Vampires']"
"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,4.52,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1704917687l/186074._SY75_.jpg,https://www.goodreads.com/author/show/108424.Patrick_Rothfuss,https://www.goodreads.com/book/show/186074.The_Name_of_the_Wind,"Told in Kvothe's own voice, this is the tale of the magically gifted young man who grows to be the most notorious wizard his world has ever seen. The intimate narrative of his childhood in a troupe of traveling players, his years spent as a near-feral orphan in a crime-ridden city, his daringly brazen yet successful bid to enter a legendary school of magic, and his life as a fugitive after the murder of a king form a gripping coming-of-age story unrivaled in recent literature. A high-action story written with a poet's hand, The Name of the Wind is a masterpiece that will transport readers into the body and mind of a wizard.",1104694.0,2007.0,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Audiobook', 'Magic', 'Science Fiction Fantasy']"
"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien,4.51,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1654216149l/61215372._SY75_.jpg,https://www.goodreads.com/author/show/656983.J_R_R_Tolkien,https://www.goodreads.com/book/show/61215372-the-two-towers,"Begin your journey into Middle-earth. The inspiration for the upcoming original series on Prime Video, The Lord of the Rings: The Rings of Power. The Two Towers is the second part of J.R.R. Tolkien’s epic adventure The Lord of the Rings. One Ring to rule them all, One Ring to find them, One Ring to bring them all and in the darkness bind them. Frodo and his Companions of the Ring have been beset by danger during their quest to prevent the Ruling Ring from falling into the hands of the Dark Lord by destroying it in the Cracks of Doom. They have lost the wizard, Gandalf, in a battle in the Mines of Moria. And Boromir, seduced by the power of the Ring, tried to seize it by force. While Frodo and Sam made their escape, the rest of the company was attacked by Orcs. Now they continue the journey alone down the great River Anduin—alone, that is, save for the mysterious creeping figure that follows wherever they go.",1158745.0,1954.0,"['Fantasy', 'Fiction', 'Classics', 'Adventure', 'Audiobook', 'High Fantasy', 'Epic Fantasy']"
"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",C.S. Lewis,4.24,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1697079942l/132080146._SY75_.jpg,https://www.goodreads.com/author/show/1069006.C_S_Lewis,https://www.goodreads.com/book/show/132080146-the-lion-the-witch-and-the-wardrobe,"They open a door and enter a world NARNIA...the land beyond the wardrobe, the secret country known only to Peter, Susan, Edmund, and Lucy...the place where the adventure begins. Lucy is the first to find the secret of the wardrobe in the professor's mysterious old house. At first, no one believes her when she tells of her adventures in the land of Narnia. But soon Edmund and then Peter and Susan discover the Magic and meet Aslan, the Great Lion, for themselves. In the blink of an eye, their lives are changed forever.",3197604.0,1950.0,"['Fantasy', 'Classics', 'Fiction', 'Young Adult', 'Childrens', 'Middle Grade', 'Adventure']"
"The Titan’s Curse (Percy Jackson and the Olympians, #3)",Rick Riordan,4.37,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361038385l/561456._SY75_.jpg,https://www.goodreads.com/author/show/15872.Rick_Riordan,https://www.goodreads.com/book/show/561456.The_Titan_s_Curse,"It's not everyday you find yourself in combat with a half-lion, half-human. But when you're the son of a Greek god, it happens. And now my friend Annabeth is missing, a goddess is in chains and only five half-blood heroes can join the quest to defeat the doomsday monster. Oh, and guess what? The Oracle has predicted that not all of us will survive...",1247825.0,2007.0,"['Fantasy', 'Young Adult', 'Mythology', 'Fiction', 'Percy Jackson', 'Middle Grade', 'Adventure']"
"Iron Flame (The Empyrean, #2)",Rebecca Yarros,4.36,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1706724269l/90202302._SY75_.jpg,https://www.goodreads.com/author/show/7539785.Rebecca_Yarros,https://www.goodreads.com/book/show/90202302-iron-flame,"Everyone expected Violet Sorrengail to die during her first year at Basgiath War College—Violet included. But Threshing was only the first impossible test meant to weed out the weak-willed, the unworthy, and the unlucky. Now the real training begins, and Violet’s wondering how she’ll get through it. It’s not just that it’s grueling and maliciously brutal, or even that it’s designed to stretch the riders’ capacity for pain beyond endurance. It’s the new vice commandant, who’s made it his personal mission to teach Violet exactly how powerless she is—unless she betrays the man she loves. Although Violet’s body is weaker and frailer than everyone else’s, she has her wits—and a will of iron. Leadership forgets the most important lesson Basgiath taught her: Dragon riders make their own rules. But determination to survive won’t be enough this year, because Violet knows the secret hidden for centuries at Basgiath War College—and nothing, not even dragon fire, may be enough to save them in the end.",2776029.0,2023.0,"['Fantasy', 'Romance', 'Romantasy', 'Dragons', 'Audiobook', 'Fiction', 'Fantasy Romance']"
"The Last Olympian (Percy Jackson and the Olympians, #5)",Rick Riordan,4.55,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1723393514l/4556058._SY75_.jpg,https://www.goodreads.com/author/show/15872.Rick_Riordan,https://www.goodreads.com/book/show/4556058-the-last-olympian,"All year the half-bloods have been preparing for battle against the Titans, knowing the odds of victory are grim. Kronos's army is stronger than ever, and with every god and half-blood he recruits, the evil Titan's power only grows. While the Olympians struggle to contain the rampaging monster Typhon, Kronos begins his advance on New York City, where Mount Olympus stands virtually unguarded. Now it's up to Percy Jackson and an army of young demigods to stop the Lord of Time. In this momentous final book in the New York Times best-selling series, the long-awaited prophecy surrounding Percy's sixteenth birthday unfolds. And as the battle for Western civilization rages on the streets of Manhattan, Percy faces a terrifying suspicion that he may be fighting against his own fate.",1175701.0,2009.0,"['Fantasy', 'Young Adult', 'Mythology', 'Fiction', 'Percy Jackson', 'Middle Grade', 'Adventure']"
"A ​Court of Silver Flames (A Court of Thorns and Roses, #5)",Sarah J. Maas,4.45,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1734440950l/53138095._SY75_.jpg,https://www.goodreads.com/author/show/3433047.Sarah_J_Maas,https://www.goodreads.com/book/show/53138095-a-court-of-silver-flames,"Sarah J. Maas's sexy, richly imagined series continues with the journey of Feyre's fiery sister, Nesta. Nesta Archeron has always been prickly-proud, swift to anger, and slow to forgive. And ever since being forced into the Cauldron and becoming High Fae against her will, she's struggled to find a place for herself within the strange, deadly world she inhabits. Worse, she can't seem to move past the horrors of the war with Hybern and all she lost in it. The one person who ignites her temper more than any other is Cassian, the battle-scarred warrior whose position in Rhysand and Feyre's Night Court keeps him constantly in Nesta's orbit. But her temper isn't the only thing Cassian ignites. The fire between them is undeniable, and only burns hotter as they are forced into close quarters with each other. Meanwhile, the treacherous human queens who returned to the Continent during the last war have forged a dangerous new alliance, threatening the fragile peace that has settled over the realms. And the key to halting them might very well rely on Cassian and Nesta facing their haunting pasts. Against the sweeping backdrop of a world seared by war and plagued with uncertainty, Nesta and Cassian battle monsters from within and without as they search for acceptance-and healing-in each other's arms.",2208085.0,2021.0,"['Fantasy', 'Romance', 'Romantasy', 'Fiction', 'Audiobook', 'Fae', 'Fantasy Romance']"
